"id","abv","brewed_at_id","brewery_id","calories","description","ibu","img_url","mean_rating","name","num_ratings","overall_rating","retired","seasonal","beer_style_id","beer_style_rating","url"
"1,446",7.2,,"9,409",216,"Seasonal Release Series. Dark Double Alt - A delicious Northwest seasonal brewed with Winter in mind.  A dark double alt, malty, nourishing and delicious, it's sure to keep the cold weather at bay.  Let Sleigh'r rock your winter! An alt ferments with ale yeast at colder lagering temperatures. This effect gives alts a more refined and crisp lager-like flavor than traditional ales. The do??ble alt means that it has been ??Ninkasified."" Regular alts are 5 to 5.5 percent ABV and 40 IBU's. Sleigh'r has a deep, toasted malt flavor that finishes dry and has 7.2 percent ABV and 50 IBU's keeping it in a perfect alt balance!",50,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_95655.jpg",,Ninkasi Sleigh??r Dark Double Alt,320,77,false,Winter,64,93,/beer/ninkasi-sleighr-dark-double-alt/95655/
"1,463",11,,"6,469",330,"2011: Imperial version of Twilight of the Idols brewed with coffee and spices, aged in Bourbon Barrels. ABV varies by vintage.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_158451.jpg",,Hill Farmstead Birth of Tragedy,267,100,false,Special,90,99,/beer/hill-farmstead-birth-of-tragedy/158451/
"1,447",5.6,,"7,155",168,"We are pleased to introduce Jester King Simple Means ?? our farmhouse altbier with smoked malt. For us, Simple Means is an exercise in succinctness and restraint. As we mature as a brewery and as beer drinkers, we progressively find our tastes, techniques, and recipes becoming more simplified. This is not to suggest that complexity has been sacrificed, but rather that we seek to create clearer expressions of flavor and aroma in our beer, and ultimately to make beer that is balanced and drinkable.

Simple Means takes inspiration from Altbier. Though classically associated with the copper ales of D??sseldorf, the term can refer to any older-style beer in the German-speaking world. Both the use of smoked malts and mixed fermentation with native yeast and bacteria predate modern brewing techniques, lending flavors to our farmhouse altbier that are evocative of a simpler, much earlier time.

Simple Means was brewed with unfiltered, raw, Hill Country well water, malted barley, smoked malted barley, and hops in early September of 2015. It was fermented with our mixed culture of brewers yeast and native yeast and bacteria harvested from the air and wildflowers around our brewery in stainless steel for about two months. It was then 100% naturally conditioned through refermentation in the bottle for another two months prior to release. It is 5.6% alcohol by volume, and at the time of bottling was 4.3 pH, 26 IBU, and had a gravity of 1.4 degrees Plato (1.005).",26,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_390807.jpg",,Jester King Simple Means,81,75,false,,64,93,/beer/jester-king-simple-means/390807/
"1,448",5.1,,"11,062",153,"Ishmael is our richly-flavored American copper ale. This American interpretation of the altbiers of D??sseldorf is brewed with continental Munich malt, American-grown hops, and a clean-fermenting ale yeast to produce a slightly sweet and malty beer balanced by a firm bitterness.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_130426.jpg",,Rising Tide Ishmael,64,77,false,,64,93,/beer/rising-tide-ishmael/130426/
"1,449",6.3,,"3,609",189,"Our altbier is crafted after the authentic, or sticke, style that originated in Germany. It is extremely malty, aggressively hoppy and cold conditioned for a clean,smooth finish. 6.3% abv
Seasonal-Summer.

Ingredients: Munich*, Ashburne, and Pilsner* malts, German Perle and German Herbrucker hops.

*denotes organic ingredient",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_91985.jpg",3.43,COAST ALTerior Motive,31,77,false,Summer,64,93,/beer/coast-alterior-motive/91985/
"1,450",5.4,,"9,477",162,"The ??alt?? in Altbier has dual meaning, referring both to the top-fermenting yeast used to make the beer (Latin?? altus?? high) and to the fact that this ale is literally the old style of beer in a country now famous for its lager beers (German??alt??old; from an earlier time). Made famous in the city of Dusseldorf, Altbier has a varied profile, depending on the brewer, from malty to hoppy.
 
Alt Nouveau is a decidedly hoppy take on the style, reviving a brand the brewery first released in the mid-nineties. The Art Nouveau style illustration on the label is inspired by the artichoke plantings at North Coast's partner, Fortunate Farm, in Caspar.",38,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_507010.jpg",3.49,North Coast Alt Nouveau,15,75,false,,64,92,/beer/north-coast-alt-nouveau/507010/
"1,453",5.7,,"8,312",171,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_18091.jpg",,Lucky Labrador Crazy Ludwigs Alt,56,77,false,,64,92,/beer/lucky-labrador-crazy-ludwigs-alt/18091/
"1,455",12,,"5,426",360,"What's better than beer for breakfast? How about a little Morning Wood. This Imperial version of Maple Bacon Coffee Porter is aged in Bourbon barrels for months, lending smoothness to the smokey, salty, rich combo of maple syrup, fresh roasted coffee, and bacon. THIS IS NOT THE SAME ENTRY AS WIDE AWAKE IT'S MORNING - Bourbon Aged.  
This beer was aged in bourbon barrels, while Wide Awake It's Morning - Bourbon Aged was aged on Buffalo Trace soaked oak cubes",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_165389.jpg",,Funky Buddha Morning Wood,147,100,false,Special,90,100,/beer/funky-buddha-morning-wood/165389/
"1,456",11,,"5,426",330,"This Imperial version of our Last Snow porter is a rich, thick, decadent treat. Pitch black and viscous, it's made with coconut and fresh roasted coffee. We then age it in Bourbon barrels for months to accentuate the vanilla and coconut notes. Originally brewed in collaboration with our friends at Park Tavern in Delray Beach.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_309542.jpg",,Funky Buddha Last Buffalo in the Park,87,100,false,Special,90,100,/beer/funky-buddha-last-buffalo-in-the-park/309542/
"1,458",13,,759,390,"The Dark Knight  - For those not yet familiar, the Dark Knight (yes, it is a Batman reference) is our double fermented Old 8 porter, aged in a bourbon barrel for 6 months. Double fermented refers to a second ""feeding"" of various sugars to increase the alcohol content as well as bolster the flavor. Chocolate, coffee, charcoal and bourbon, familiar notes from the previous batch return in this years incarnation of the DK. Served in a 5 oz pour, the bourbon note from this tap is very prominent as it is a first time use of a Jim Beam barrel.
 
 The Dark Knight Returns  - The same profile as the Dark Knight, however, since this is a second time usage of the barrel, the bourbon note is less prominent and the beer as a result is more rounded and balanced.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_26218.jpg",,Barley Johns The Dark Knight (Returns),392,100,false,,90,100,/beer/barley-johns-the-dark-knight-returns/26218/
"1,460",15,,"10,155",450,"NO RULES were followed throughout the creation of this product. This 15% Imperial Porter was made with coconut and turbinado sugar then laid down and aged in bourbon barrels for several months. With a classic film reference weaved into the label art, we hope you enjoy this product as much as we did making it. A generous donation will be made to The Raider Project for each bottle sold to thank them for what they do for our Marine Veterans.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_351067.jpg",,Perrin No Rules Vietnamese Porter,185,100,false,,90,100,/beer/perrin-no-rules-vietnamese-porter/351067/
"1,461",11.5,"14,139","4,819",345,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_462645.jpg",4.18,Evil Twin Imperial Biscotti Break Maple Bourbon BA Chocolate Hazelnut,35,100,false,,90,99,/beer/evil-twin-imperial-biscotti-break-maple-bourbon-ba-chocolate-hazelnut/462645/
"1,462",10,,667,300,"Two of the world's oldest beverages join forces to conquer your palate. Victory at Sea embodies the art of masterful brewing by infusing a velvety Imperial Porter with pure vanilla flavor and specially-selected, hand roasted coffee. The addition of cold brewed coffee to the beer lends a subtle roasted flavor to this robust imperial porter, blending perfectly with rich vanilla and caramel undertones. By uniting two San Diego brewing traditions, Caffe Calabria freshly brewed coffee and Ballast Point beer, we have successfully created an artisanal masterpiece.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_100542.jpg",,Ballast Point Victory at Sea,"1,521",100,false,,90,99,/beer/ballast-point-victory-at-sea/100542/
"1,464",8,,"13,606",240,Imperial Oatmeal Porter brewed with coffee beans and aged in bourbon barrels,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_86214.jpg",,Tyranena BGW Devil Over A Barrel,349,100,false,Series,90,99,/beer/tyranena-bgw-devil-over-a-barrel/86214/
"1,465",11.5,,"4,200",345,"Every year, we celebrate our anniversary with an imperial, barrel-aged version of our flagship Black Butte Porter. Our brewers love to experiment and they always add some fun new ingredients to this beer like chilies, cranberries, figs and other such treats. This year, to celebrate 28 years of brewing, they've added the interesting mix of ingredients above for another multi-layered flavor experience.",51,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_432428.jpg",,Deschutes Black Butte XXVIII,128,100,false,Special,90,99,/beer/deschutes-black-butte-xxviii/432428/
"1,466",14.5,,"3,524",435,"Outskirts is an Imperial Porter aged in Bourbon Barrels. Outskirts presents itself on the nose with aromas of star anise and the unmistakable vanilla-wood-alcohol punch of the bourbon barrels in which it was aged. Semi-sweet chocolate, treacle and a trace of dried blackberry flavors combine with vanilla and leather on the palate to deftly hide it's 14.5% alcohol content. Viscous but never cloying, soft wood tannins and alcohol spiciness balance Outskirts' formidable body.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_408864.jpg",,Cigar City Outskirts,64,100,false,Series,90,99,/beer/cigar-city-outskirts/408864/
"1,467",12,,"3,211",360,"After 9 months in Breckenridge Bourbon barrels, beer has transformed; conditioned on Sightglass Papa New Guinea Lufa District.",45,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_390176.jpg",4.24,Cellarmaker Imperial Coffee and Cigarettes - Bourbon Barrel,19,100,false,Special,90,99,/beer/cellarmaker-imperial-coffee-and-cigarettes--bourbon-barrel/390176/
"1,468",8,,"13,606",240,"Midnight Black, big,rich and semi-sweet, dark malts,yield coffee,carmel and toffee flavors. Barrel aging-adds vanilla,toasted oak and hazelnut. mmm,satisfying so ...Who's your daddy now?    
2015 vintage: 7.5% abv",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_56963.jpg",,Tyranena BGW Whos Your Daddy? Bourbon Barrel-Aged Imperial Porter,186,100,false,Series,90,99,/beer/tyranena-bgw-whos-your-daddy-bourbon-barrel-aged-imperial-porter/56963/
"1,469",11.5,,"4,819",345,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_465506.jpg",4.15,Evil Twin Imperial Biscotti Break Maple Bourbon BA Maple Bacon Coffee,29,100,false,,90,99,/beer/evil-twin-imperial-biscotti-break-maple-bourbon-ba-maple-bacon-coffee/465506/
"1,473",13,,"13,171",390,"Imperial porter aged in bourbon barrels with cherries and vanilla beans added
 
Editor's Note: Check the photo on this entry so you review the correct one. This batch brewed at 3 Floyds has a green label with It's not normal written at the top. Available at 3 Floyds Brewpub in May '14.  Re-released in 2017",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_265781.jpg",,Three Floyds / The Bruery Rue D??Floyd,46,100,false,Special,90,99,/beer/three-floyds--the-bruery-rue-dfloyd/265781/
"1,474",11.5,"14,139","4,819",345,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_462653.jpg",4.14,Evil Twin Imperial Biscotti Break Maple Bourbon BA Coconut,27,100,false,,90,99,/beer/evil-twin-imperial-biscotti-break-maple-bourbon-ba-coconut/462653/
"1,476",11.5,"14,139","4,819",345,Brewed for Brewvival 2013 and later bottles. Imperial Biscotti Break dry-doughnuted!!,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_202247.jpg",,Evil Twin Imperial Doughnut Break,594,100,false,Special,90,98,/beer/evil-twin-imperial-doughnut-break/202247/
"1,477",10,,667,300,"Editor's Note: Rate under this entry if the bourbon barrel was not specified or if it was a blend. In 2009, the blend was Old Fitzgerald and Heaven Hill. From 2010 to early 2014, the blend has been an unspecified selection from the barrel room. If you had a single barrel brand that was clearly specified on tap, please rate under that entry.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_103484.jpg",,Ballast Point Victory at Sea - Bourbon Barrel (Unspecified),56,100,false,Special,90,99,/beer/ballast-point-victory-at-sea--bourbon-barrel-unspecified/103484/
"1,479",8.3,,"3,524",249,"Collaboration with Mekong Restaurant in Richmond, VA. Imperial porter with Vietnamese civet coffee.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_258974.jpg",4.15,"Cigar City Good Morning, Mekong",23,100,false,Special,90,98,/beer/cigar-city-good-morning-mekong/258974/
"1,480",9.2,,"7,278",276,Morning Bell with cinnamon and maple syrup,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_262454.jpg",,Kane Sunday Brunch,40,100,false,Special,90,98,/beer/kane-sunday-brunch/262454/
